id,gender,age,company_name,intern_role,internship_duration,academic_gpa,number_of_internships_completed,number_of_certification,intern_technical_skills,programming_level,technical_skills_required,technical_interview_score,education,department,internship_success
361b7e18-397a-4e8e-9724-6c15befab3eb,male,24,CLIMDES,Frontend,3,2.7,0,1,"['Python', 'Excel', 'JavaScript']",Beginner,"['HTML', 'CSS', 'JavaScript']",188,graduate,Statistics,False
8471fce6-ca31-40b4-9983-29b155ff043b,female,21,CLIMDES,Backend,6,2.04,1,2,"['CSS', 'C', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",161,student,Engineering,False
8956020c-3e9a-413f-bf6f-c7585adaabf9,male,24,CLIMDES,Machine Learning,3,3.91,5,9,"['SQL', 'Machine Learning', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",230,student,Statistics,True
fa1e50f3-7513-44da-8cae-d3eb795195d4,female,22,CLIMDES,Frontend,6,3.74,1,5,"['Python', 'SQL', 'CSS']",Intermediate,"['HTML', 'CSS', 'JavaScript']",220,student,Statistics,True
c738c3f1-f9b4-487f-94de-3436cf12bf86,female,24,CLIMDES,Machine Learning,12,3.79,5,5,"['CSS', 'Machine Learning', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",222,student,Engineering,True
1c216437-fe07-4811-a3c3-41918991c5d1,female,21,CLIMDES,Machine Learning,3,2.54,0,0,"['Excel', 'PowerPoint', 'Python']",Intermediate,"['Python', 'SQL', 'Machine Learning']",173,student,Engineering,False
a9c7039b-ffa8-4267-a909-b6f43201ffdb,male,23,CLIMDES,Backend,3,2.15,0,1,"['SQL', 'C', 'Java']",Beginner,"['Python', 'Java', 'SQL']",196,graduate,Computer Science,False
ec59827f-dad2-425a-9cff-01cab65c74ec,female,22,CLIMDES,Frontend,12,2.42,0,1,"['Python', 'Excel', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",168,graduate,Engineering,False
18afd9c1-393c-4a6f-8f9a-5a3f07ac1bd9,male,25,CLIMDES,Backend,6,2.5,0,1,"['C++', 'Java', 'CSS']",Intermediate,"['Python', 'Java', 'SQL']",157,graduate,Mathematics,False
9bb3af97-a080-4997-9cc2-6eb538962487,female,25,CLIMDES,Backend,3,3.56,2,5,"['SQL', 'Python', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",234,graduate,Statistics,True
10a1b12f-a65c-4132-9bf3-767175b1c8c9,female,24,CLIMDES,Frontend,3,3.67,1,9,"['Python', 'SQL', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",220,graduate,Statistics,True
c29228bf-a64e-4dc1-b1f5-8f80058c4a5d,male,23,CLIMDES,Backend,3,2.76,0,2,"['CSS', 'Java', 'C']",Beginner,"['Python', 'Java', 'SQL']",178,student,Computer Science,False
1fb70913-aee4-494c-8af9-70bb50d70ce7,female,25,CLIMDES,Backend,3,3.94,3,6,"['Python', 'C++', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",221,student,Engineering,True
c08a97d9-1afc-48cd-9c88-ff9f5333218c,male,21,CLIMDES,Machine Learning,3,3.83,1,8,"['Python', 'HTML', 'CSS']",Intermediate,"['Python', 'SQL', 'Machine Learning']",230,student,Mathematics,True
74c41480-0163-4be2-a7e3-c5d7b8033130,female,24,CLIMDES,Frontend,12,2.66,0,2,"['Excel', 'Python', 'CSS']",Intermediate,"['HTML', 'CSS', 'JavaScript']",191,student,Engineering,False
9a7f0a94-2cf8-419c-9028-1ca5a0876df4,male,23,CLIMDES,Frontend,12,2.07,0,1,"['JavaScript', 'Excel', 'Python']",Beginner,"['HTML', 'CSS', 'JavaScript']",190,student,Computer Science,False
6cd20702-1737-433b-8ee6-e48bd514f8d1,male,21,CLIMDES,Frontend,6,2.96,0,0,"['Excel', 'JavaScript', 'R']",Beginner,"['HTML', 'CSS', 'JavaScript']",172,graduate,Statistics,False
12dab73f-12a8-437d-bb77-f1f1ffa4756c,male,23,CLIMDES,Frontend,6,3.96,2,4,"['SQL', 'Python', 'HTML']",Intermediate,"['HTML', 'CSS', 'JavaScript']",233,student,Engineering,True
506a233a-2314-4d1e-b37b-288a962f9b74,female,25,CLIMDES,Frontend,3,3.56,1,8,"['HTML', 'CSS', 'SQL']",Intermediate,"['HTML', 'CSS', 'JavaScript']",236,student,Mathematics,True
dd08836a-7555-4f2c-af9d-bce0cc6b7546,male,25,CLIMDES,Machine Learning,6,3.54,3,3,"['CSS', 'HTML', 'SQL']",Intermediate,"['Python', 'SQL', 'Machine Learning']",223,graduate,Computer Science,True
00f52ebe-c708-4c46-8672-6a3771c72739,male,22,CLIMDES,Backend,12,2.59,1,1,"['CSS', 'Java', 'SQL']",Intermediate,"['Python', 'Java', 'SQL']",189,student,Mathematics,False
982cbf60-408e-43fa-8807-cf9388d4826c,female,23,CLIMDES,Backend,6,2.86,1,2,"['C++', 'SQL', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",188,graduate,Computer Science,False
335e1238-a032-4f8e-bbd6-c37286e3ee02,male,22,CLIMDES,Machine Learning,3,3.63,4,6,"['Machine Learning', 'SQL', 'Python']",Intermediate,"['Python', 'SQL', 'Machine Learning']",227,graduate,Engineering,True
d7771666-8497-458c-9bbd-70131e0754b0,female,24,CLIMDES,Machine Learning,3,2.18,0,1,"['Pandas', 'Python', 'SQL']",Intermediate,"['Python', 'SQL', 'Machine Learning']",188,graduate,Statistics,False
de2bcf7a-702a-4b3f-9b3c-6822c635c985,female,23,CLIMDES,Backend,12,3.7,1,8,"['Python', 'Java', 'C']",Intermediate,"['Python', 'Java', 'SQL']",233,student,Computer Science,True
d90abdd2-34fc-446b-9115-21cbfa69655a,female,21,CLIMDES,Frontend,12,3.82,2,4,"['HTML', 'JavaScript', 'CSS']",Intermediate,"['HTML', 'CSS', 'JavaScript']",236,student,Mathematics,True
ba0274da-38a4-48a6-9437-072a056ea93c,female,21,CLIMDES,Backend,12,2.61,0,2,"['CSS', 'Java', 'SQL']",Intermediate,"['Python', 'Java', 'SQL']",164,student,Computer Science,False
e5bc4cc0-fefe-4d3a-b41e-6a4d3d5482eb,male,23,CLIMDES,Backend,6,3.57,4,6,"['C++', 'C', 'SQL']",Intermediate,"['Python', 'Java', 'SQL']",230,student,Engineering,True
4b6daade-875f-4982-991d-d32ca62ff677,male,24,CLIMDES,Frontend,6,2.8,1,1,"['JavaScript', 'Python', 'R']",Intermediate,"['HTML', 'CSS', 'JavaScript']",194,graduate,Mathematics,False
33c0a0d7-739d-4221-885b-b6c24636b08d,male,21,CLIMDES,Backend,12,2.83,0,2,"['CSS', 'SQL', 'C++']",Intermediate,"['Python', 'Java', 'SQL']",156,student,Engineering,False
bd9f5e0d-ce7c-4699-beef-a1b21b74f9d5,female,25,CLIMDES,Machine Learning,6,3.57,1,9,"['Machine Learning', 'SQL', 'Python']",Intermediate,"['Python', 'SQL', 'Machine Learning']",234,graduate,Mathematics,True
5cbd8c28-2c3b-4cc0-800c-a903d2c2cbb3,male,21,CLIMDES,Machine Learning,3,2.58,1,1,"['SQL', 'Excel', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",196,graduate,Statistics,False
063fe28d-6c62-4062-afa5-94b5094cad8c,female,25,CLIMDES,Machine Learning,12,3.76,4,3,"['Machine Learning', 'CSS', 'Python']",Intermediate,"['Python', 'SQL', 'Machine Learning']",245,student,Engineering,True
6dcbc6f3-2828-4738-b52a-ea229d5cb6e9,male,24,CLIMDES,Machine Learning,3,2.08,2,0,"['SQL', 'PowerPoint', 'Pandas']",Intermediate,"['Python', 'SQL', 'Machine Learning']",192,student,Engineering,False
5e74e7e9-c189-4fe9-903d-0f193614673a,male,23,CLIMDES,Frontend,6,2.11,2,0,"['JavaScript', 'SQL', 'R']",Beginner,"['HTML', 'CSS', 'JavaScript']",161,graduate,Engineering,False
2cb662d5-7c62-4a2b-9e2d-2a04efe4fee8,male,22,CLIMDES,Frontend,6,3.63,5,10,"['JavaScript', 'Python', 'CSS']",Intermediate,"['HTML', 'CSS', 'JavaScript']",224,graduate,Mathematics,True
20cee076-9080-49d4-8d65-316276928fc6,male,21,CLIMDES,Backend,12,3.61,4,9,"['Java', 'C++', 'C']",Intermediate,"['Python', 'Java', 'SQL']",248,student,Statistics,True
5058c676-4e88-4e2d-9967-c544234ec04a,female,21,CLIMDES,Machine Learning,6,2.99,0,0,"['SQL', 'PowerPoint', 'Excel']",Intermediate,"['Python', 'SQL', 'Machine Learning']",188,student,Mathematics,False
cbdb5267-2f55-4f5e-bdd4-538ade2366ca,male,21,CLIMDES,Backend,3,3.54,4,10,"['C', 'Python', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",230,graduate,Statistics,True
053b7884-88bb-4dbe-9734-02b26a0da8d0,female,21,CLIMDES,Machine Learning,12,2.53,2,2,"['HTML', 'Python', 'SQL']",Intermediate,"['Python', 'SQL', 'Machine Learning']",164,student,Computer Science,False
ed697b38-6ba5-4cfa-8ded-516188815f20,female,21,CLIMDES,Machine Learning,6,3.6,5,8,"['SQL', 'Machine Learning', 'CSS']",Intermediate,"['Python', 'SQL', 'Machine Learning']",224,student,Engineering,True
6ad1b39c-82e3-4bfe-886b-937a926b49f0,male,23,CLIMDES,Machine Learning,6,2.24,0,1,"['Excel', 'SQL', 'PowerPoint']",Beginner,"['Python', 'SQL', 'Machine Learning']",196,student,Statistics,False
62253926-4116-454a-ac47-3ff8ee2025a8,female,23,CLIMDES,Machine Learning,12,3.69,4,7,"['SQL', 'Machine Learning', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",227,student,Engineering,True
07e03e8a-4ce2-4e42-af55-e126649e2037,female,21,CLIMDES,Backend,3,2.39,0,2,"['Java', 'SQL', 'CSS']",Intermediate,"['Python', 'Java', 'SQL']",161,student,Statistics,False
132505ed-1be4-464d-a862-a7e0d1f07533,male,22,CLIMDES,Machine Learning,6,2.03,2,1,"['Pandas', 'PowerPoint', 'Excel']",Beginner,"['Python', 'SQL', 'Machine Learning']",170,graduate,Mathematics,False
51292cc4-5877-4476-8e2f-537d69d4aa77,male,21,CLIMDES,Machine Learning,6,3.9,1,3,"['HTML', 'CSS', 'Machine Learning']",Intermediate,"['Python', 'SQL', 'Machine Learning']",223,student,Engineering,True
db47a615-1f4a-469c-a518-fd88c272a3cf,female,22,CLIMDES,Machine Learning,6,3.75,4,4,"['Machine Learning', 'Python', 'CSS']",Intermediate,"['Python', 'SQL', 'Machine Learning']",231,student,Statistics,True
8f5d70b6-05b6-4f84-a600-8510f80cb65b,female,24,CLIMDES,Backend,12,2.92,1,2,"['SQL', 'Java', 'CSS']",Intermediate,"['Python', 'Java', 'SQL']",193,student,Computer Science,False
f046e19b-b8db-4f3b-b81b-5f948852b8a6,male,25,CLIMDES,Machine Learning,6,2.08,0,1,"['Python', 'SQL', 'PowerPoint']",Intermediate,"['Python', 'SQL', 'Machine Learning']",184,graduate,Mathematics,False
c501818a-4623-42b3-9365-f68d827ba0b0,female,21,CLIMDES,Backend,12,2.42,0,2,"['C', 'SQL', 'CSS']",Intermediate,"['Python', 'Java', 'SQL']",194,student,Engineering,False
b194d6ca-2d73-42e0-8686-85777fb43527,female,25,CLIMDES,Frontend,12,2.19,2,1,"['Python', 'SQL', 'CSS']",Beginner,"['HTML', 'CSS', 'JavaScript']",183,graduate,Mathematics,False
e9a18daf-6484-47b9-851b-bb1203d9d326,female,25,CLIMDES,Frontend,12,3.64,3,9,"['SQL', 'Python', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",236,graduate,Computer Science,True
41d0f225-1f57-431f-b8f8-2072d69e8025,female,23,CLIMDES,Machine Learning,3,3.63,5,5,"['HTML', 'Python', 'Machine Learning']",Intermediate,"['Python', 'SQL', 'Machine Learning']",248,graduate,Computer Science,True
07d56823-6391-473e-a1d8-0496b2e3b14c,female,24,CLIMDES,Backend,3,3.69,1,6,"['SQL', 'Java', 'C']",Intermediate,"['Python', 'Java', 'SQL']",239,graduate,Statistics,True
e631108b-3394-4250-9bd2-ef2ffef69852,male,24,CLIMDES,Frontend,12,3.56,3,8,"['SQL', 'Python', 'HTML']",Intermediate,"['HTML', 'CSS', 'JavaScript']",231,student,Engineering,True
d34a28da-ea3f-4e84-b850-6b09ebb7e021,male,22,CLIMDES,Backend,12,3.63,2,5,"['C', 'C++', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",237,graduate,Statistics,True
d3d02bbb-0f87-4fb4-a31c-6857e9198d36,male,24,CLIMDES,Machine Learning,12,3.59,1,6,"['SQL', 'HTML', 'CSS']",Intermediate,"['Python', 'SQL', 'Machine Learning']",235,student,Computer Science,True
5cb35d9a-ca1f-41a3-a48a-e777dc984dd3,female,22,CLIMDES,Machine Learning,3,3.73,3,10,"['Machine Learning', 'SQL', 'CSS']",Intermediate,"['Python', 'SQL', 'Machine Learning']",236,student,Statistics,True
52405bf9-8073-4ffb-9123-8dd9498b15fc,female,25,CLIMDES,Backend,3,3.82,1,9,"['C', 'Java', 'C++']",Intermediate,"['Python', 'Java', 'SQL']",238,graduate,Computer Science,True
b2462014-cf7b-40ae-8f5c-20c91049b6a0,male,22,CLIMDES,Machine Learning,3,3.67,4,4,"['HTML', 'Machine Learning', 'CSS']",Intermediate,"['Python', 'SQL', 'Machine Learning']",229,graduate,Mathematics,True
e4b9d67b-13f9-4633-ad63-5e7a55ee2c89,male,23,CLIMDES,Backend,6,2.22,1,1,"['CSS', 'SQL', 'C++']",Intermediate,"['Python', 'Java', 'SQL']",196,student,Computer Science,False
3e440d5a-5230-4732-aeab-37c2231261c5,female,23,CLIMDES,Frontend,12,2.5,2,0,"['Python', 'Excel', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",175,student,Computer Science,False
0060999d-6f1f-45ec-ac8d-767c6bb73a43,female,25,CLIMDES,Frontend,6,3.93,4,7,"['SQL', 'Python', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",220,student,Statistics,True
35fd61c2-ad69-433a-9d49-341037a24fdb,male,22,CLIMDES,Machine Learning,6,3.56,5,9,"['SQL', 'CSS', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",243,graduate,Computer Science,True
91670102-7557-4cfa-b31f-69e594a37a60,female,24,CLIMDES,Machine Learning,3,3.51,1,10,"['Python', 'Machine Learning', 'SQL']",Intermediate,"['Python', 'SQL', 'Machine Learning']",221,student,Statistics,True
75c5c4c9-df38-4730-8300-a135d0959cfa,female,21,CLIMDES,Backend,12,3.97,1,4,"['SQL', 'C', 'C++']",Intermediate,"['Python', 'Java', 'SQL']",227,student,Engineering,True
7344f53f-2e9c-472b-8d81-25cfecb1e83d,male,24,CLIMDES,Backend,6,2.74,0,1,"['C', 'CSS', 'SQL']",Beginner,"['Python', 'Java', 'SQL']",194,student,Statistics,False
1ff904c4-29db-4645-995c-555b1206f745,female,24,CLIMDES,Backend,12,3.78,5,9,"['SQL', 'C', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",221,graduate,Computer Science,True
4ec12f35-d935-43e0-8872-45e6a006b584,male,21,CLIMDES,Machine Learning,3,2.4,2,0,"['HTML', 'Python', 'Excel']",Intermediate,"['Python', 'SQL', 'Machine Learning']",175,graduate,Statistics,False
9b7bacce-42fa-42d0-ba06-c45e5c031ca3,male,25,CLIMDES,Machine Learning,3,2.9,2,1,"['Pandas', 'Python', 'Excel']",Beginner,"['Python', 'SQL', 'Machine Learning']",168,graduate,Mathematics,False
f35a2a4a-37f6-4145-bb73-b70eb482ad5a,female,25,CLIMDES,Machine Learning,3,2.38,2,0,"['Python', 'Excel', 'SQL']",Intermediate,"['Python', 'SQL', 'Machine Learning']",194,graduate,Mathematics,False
ad1f6bf1-a86f-40be-8875-df13f8ad0a06,female,25,CLIMDES,Backend,3,2.82,2,0,"['C++', 'C', 'SQL']",Beginner,"['Python', 'Java', 'SQL']",156,graduate,Computer Science,False
c5ca62ab-12ed-4770-9d9f-42731b443f7f,male,24,CLIMDES,Backend,12,2.54,0,1,"['C++', 'C', 'Java']",Beginner,"['Python', 'Java', 'SQL']",188,graduate,Statistics,False
d5857db6-3058-4efe-bc0d-b388fae27f64,male,25,CLIMDES,Frontend,6,3.89,1,9,"['CSS', 'Python', 'HTML']",Intermediate,"['HTML', 'CSS', 'JavaScript']",241,graduate,Mathematics,True
0fb6c443-0f29-426f-bd45-2c9e98f1701e,female,24,CLIMDES,Frontend,6,2.51,1,2,"['R', 'Excel', 'SQL']",Beginner,"['HTML', 'CSS', 'JavaScript']",185,student,Computer Science,False
c759ad80-8395-445b-93d0-40da7e3aae1b,male,25,CLIMDES,Machine Learning,3,3.87,4,4,"['SQL', 'CSS', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",241,graduate,Mathematics,True
538bfe83-a4f2-490e-920d-da096657b707,female,25,CLIMDES,Frontend,12,3.87,1,6,"['SQL', 'JavaScript', 'CSS']",Intermediate,"['HTML', 'CSS', 'JavaScript']",239,graduate,Mathematics,True
5e845d91-f4b6-4f4b-9491-3ec7e530b531,female,24,CLIMDES,Frontend,3,3.79,1,10,"['HTML', 'CSS', 'SQL']",Intermediate,"['HTML', 'CSS', 'JavaScript']",226,student,Computer Science,True
6384c104-80e2-4104-abfa-eb4c0783eb6d,female,24,CLIMDES,Machine Learning,3,2.87,1,1,"['HTML', 'Pandas', 'PowerPoint']",Intermediate,"['Python', 'SQL', 'Machine Learning']",192,graduate,Computer Science,False
e2c0aced-0a68-4650-a84c-258d5a485790,female,21,CLIMDES,Frontend,12,2.21,1,0,"['CSS', 'Excel', 'R']",Beginner,"['HTML', 'CSS', 'JavaScript']",196,student,Mathematics,False
f64d5a49-0337-4a63-baf8-90e643eb5eec,female,24,CLIMDES,Machine Learning,3,2.05,2,1,"['Excel', 'HTML', 'SQL']",Intermediate,"['Python', 'SQL', 'Machine Learning']",165,graduate,Computer Science,False
81088a9a-8e3c-4248-84b1-fb02758ae4c9,female,25,CLIMDES,Frontend,6,3.82,4,3,"['Python', 'HTML', 'SQL']",Intermediate,"['HTML', 'CSS', 'JavaScript']",221,student,Mathematics,True
d5893ab6-49ee-48f5-9fa3-de2d4aa71be8,male,25,CLIMDES,Backend,12,2.56,0,1,"['CSS', 'Java', 'C++']",Intermediate,"['Python', 'Java', 'SQL']",162,student,Statistics,False
761bcb07-9b89-4986-8c96-055d50d5a7c5,male,24,CLIMDES,Frontend,12,2.28,0,0,"['SQL', 'Excel', 'JavaScript']",Beginner,"['HTML', 'CSS', 'JavaScript']",187,student,Engineering,False
7d9581ef-1fe7-48f3-acea-c801398722d1,female,21,CLIMDES,Frontend,6,2.38,1,0,"['JavaScript', 'SQL', 'CSS']",Beginner,"['HTML', 'CSS', 'JavaScript']",188,graduate,Statistics,False
40250288-166c-4780-8691-ee5297b32532,female,23,CLIMDES,Frontend,12,2.02,1,1,"['Python', 'SQL', 'R']",Intermediate,"['HTML', 'CSS', 'JavaScript']",195,graduate,Mathematics,False
b818130f-6e59-4680-9936-d57070e02708,female,24,CLIMDES,Backend,3,3.59,1,3,"['Python', 'C++', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",231,student,Mathematics,True
0a7c7faa-3957-44f9-9983-dc85b66c8232,female,25,CLIMDES,Machine Learning,6,3.63,3,4,"['HTML', 'CSS', 'Python']",Intermediate,"['Python', 'SQL', 'Machine Learning']",220,student,Mathematics,True
2f6d8185-833f-4b40-a16d-5210c41bbab4,male,24,CLIMDES,Machine Learning,3,3.98,3,4,"['Machine Learning', 'CSS', 'Python']",Intermediate,"['Python', 'SQL', 'Machine Learning']",244,graduate,Engineering,True
56f6d289-59ca-475a-af1b-2935feace6f2,female,22,CLIMDES,Frontend,12,2.47,0,1,"['CSS', 'SQL', 'JavaScript']",Beginner,"['HTML', 'CSS', 'JavaScript']",154,graduate,Computer Science,False
0ad89457-064c-4941-96e1-d147c1b42cfd,female,21,CLIMDES,Frontend,6,2.52,2,2,"['JavaScript', 'SQL', 'Python']",Beginner,"['HTML', 'CSS', 'JavaScript']",194,student,Engineering,False
5663f1a0-0356-4eb1-a69b-007be2fb3322,male,25,CLIMDES,Frontend,3,2.08,2,2,"['JavaScript', 'R', 'CSS']",Beginner,"['HTML', 'CSS', 'JavaScript']",167,student,Mathematics,False
72e38b00-9560-4f29-bd5a-91530e935566,female,21,CLIMDES,Frontend,3,3.72,4,4,"['SQL', 'HTML', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",222,student,Engineering,True
08b76279-dfa8-4a95-a433-35ebb5749123,female,23,CLIMDES,Machine Learning,6,3.72,4,8,"['CSS', 'Machine Learning', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",238,graduate,Engineering,True
ba7a4461-d2d2-4425-b739-b80f242837c4,female,21,CLIMDES,Frontend,12,3.81,2,6,"['SQL', 'JavaScript', 'Python']",Intermediate,"['HTML', 'CSS', 'JavaScript']",220,graduate,Mathematics,True
8a56fd84-9fa2-4578-b732-2a30fbe2de5c,male,22,CLIMDES,Machine Learning,3,2.86,2,2,"['SQL', 'Excel', 'HTML']",Beginner,"['Python', 'SQL', 'Machine Learning']",185,student,Computer Science,False
846f2185-fbbd-4945-919e-f5ffbdb1f22e,male,24,CLIMDES,Frontend,3,2.0,2,0,"['SQL', 'Excel', 'Python']",Beginner,"['HTML', 'CSS', 'JavaScript']",152,student,Computer Science,False
474594ba-b14c-4980-8097-fdc60180704e,male,23,CLIMDES,Machine Learning,6,3.7,5,7,"['Machine Learning', 'HTML', 'SQL']",Intermediate,"['Python', 'SQL', 'Machine Learning']",247,student,Mathematics,True
2dbc15dd-d7ed-41b7-9cb1-90961c0eca51,male,25,CLIMDES,Backend,12,3.72,2,9,"['C', 'SQL', 'Python']",Intermediate,"['Python', 'Java', 'SQL']",239,graduate,Engineering,True
9dd9fb51-302d-4d25-a6db-243aa21ff212,male,25,CLIMDES,Backend,3,2.19,2,2,"['C', 'Java', 'C++']",Beginner,"['Python', 'Java', 'SQL']",150,graduate,Engineering,False
59fa3204-4c29-4361-8513-96fd8afc17a2,male,25,CLIMDES,Machine Learning,6,3.77,4,5,"['Python', 'CSS', 'Machine Learning']",Intermediate,"['Python', 'SQL', 'Machine Learning']",244,graduate,Engineering,True
60e57085-0f51-4dbd-8e2c-8bd2b054d8cf,male,25,CLIMDES,Machine Learning,12,3.62,3,9,"['Python', 'Machine Learning', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",247,student,Statistics,True
18e211f6-edf1-4961-8570-809703830d29,female,24,CLIMDES,Frontend,3,3.61,2,3,"['SQL', 'JavaScript', 'HTML']",Intermediate,"['HTML', 'CSS', 'JavaScript']",238,student,Statistics,True
07d8dccc-862d-48b5-962a-560f8efba2f0,male,22,CLIMDES,Frontend,6,3.67,2,3,"['HTML', 'JavaScript', 'Python']",Intermediate,"['HTML', 'CSS', 'JavaScript']",227,graduate,Statistics,True
fa555638-5cb0-4920-85e5-6c11665357db,male,23,CLIMDES,Frontend,3,2.59,0,2,"['SQL', 'Excel', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",155,graduate,Computer Science,False
fbd4e71f-177e-4d2a-8e5a-ad394917bd7b,female,22,CLIMDES,Backend,3,3.62,2,4,"['SQL', 'Python', 'C++']",Intermediate,"['Python', 'Java', 'SQL']",249,student,Statistics,True
412b67fb-d69f-4402-aaf9-c9b651aacf73,male,23,CLIMDES,Frontend,6,3.66,5,8,"['SQL', 'Python', 'CSS']",Intermediate,"['HTML', 'CSS', 'JavaScript']",239,graduate,Mathematics,True
523b4135-6982-4cd2-9cd0-9fe63ad3458b,male,23,CLIMDES,Backend,6,3.78,5,9,"['SQL', 'C', 'Python']",Intermediate,"['Python', 'Java', 'SQL']",238,graduate,Computer Science,True
1dca3421-728e-44d6-af8f-2e65a18fbc00,female,24,CLIMDES,Machine Learning,6,3.65,3,4,"['SQL', 'HTML', 'CSS']",Intermediate,"['Python', 'SQL', 'Machine Learning']",236,graduate,Computer Science,True
e99f7dee-3064-460d-910c-79e0ce1c9b00,female,24,CLIMDES,Frontend,6,2.41,0,2,"['R', 'SQL', 'Excel']",Beginner,"['HTML', 'CSS', 'JavaScript']",182,student,Computer Science,False
932dc1aa-bde2-4ee1-8a67-cef2672fba5a,male,25,CLIMDES,Backend,12,2.17,1,1,"['Java', 'C', 'SQL']",Beginner,"['Python', 'Java', 'SQL']",156,graduate,Engineering,False
90d05791-ddde-478e-8b37-edf9e33942de,female,25,CLIMDES,Backend,6,3.68,5,5,"['C++', 'Python', 'SQL']",Intermediate,"['Python', 'Java', 'SQL']",241,graduate,Computer Science,True
d7fabba9-c735-426b-8379-9456d74e948d,male,22,CLIMDES,Machine Learning,3,2.8,0,2,"['Pandas', 'Excel', 'SQL']",Intermediate,"['Python', 'SQL', 'Machine Learning']",172,student,Computer Science,False
240e3c39-0874-4e0f-8a15-834fa9051d02,male,22,CLIMDES,Frontend,6,2.45,0,1,"['CSS', 'R', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",165,student,Engineering,False
f4f9fc0b-19a4-4d23-9978-1a8f51940d8f,male,22,CLIMDES,Machine Learning,3,2.99,1,1,"['Python', 'SQL', 'Pandas']",Intermediate,"['Python', 'SQL', 'Machine Learning']",170,student,Engineering,False
